GISJOIN,YEAR,STATE,STATEA,COUNTY,TRACTA,BLKGRPA,NAME_E,AF2ME001,AF2ME002,AF2ME003,AF2ME004,AF2ME005,AF2ME006,AF2ME007,AF2ME008,AF2ME009,AF2ME010,AF2UE001,AF2UE002,AF2UE003,AF2UE004,AF2UE005,AF2UE006,AF2UE007,AF2UE008,AF2UE009,AF2UE010,AF2UE011,AF2UE012,AF2UE013,AF2UE014,AF2UE015,AF2UE016,AF2UE017,AF2UE018,AF2UE019,AF2UE020,AF2UE021,NAME_M,AF2UM009,AF2UM010,AF2UM011,AF2UM012,AF2UM013,AF2UM014,AF2UM015,AF2UM016,AF2UM017,AF2UM018,AF2UM019,AF2UM020,AF2UM021
G08004509520023,2012-2016,Colorado,8,Garfield County,952002,3,"Block Group 3, Census Tract 9520.02, Garfield County, Colorado",1392,1325,67,0,0,0,0,0,0,0,1392,1174,1107,67,0,0,0,0,0,0,0,218,218,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9520.02, Garfield County, Colorado",11,11,11,93,93,11,11,11,11,11,11,11,11
G08004509520024,2012-2016,Colorado,8,Garfield County,952002,4,"Block Group 4, Census Tract 9520.02, Garfield County, Colorado",1325,1268,7,15,8,0,27,0,0,0,1325,994,979,7,0,8,0,0,0,0,0,331,289,0,15,0,0,27,0,0,0,"Block Group 4, Census Tract 9520.02, Garfield County, Colorado",11,11,11,396,396,11,26,11,11,38,11,11,11
G08004509520025,2012-2016,Colorado,8,Garfield County,952002,5,"Block Group 5, Census Tract 9520.02, Garfield County, Colorado",1181,1181,0,0,0,0,0,0,0,0,1181,1144,1144,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 9520.02, Garfield County, Colorado",11,11,11,56,56,11,11,11,11,11,11,11,11
G08004509520026,2012-2016,Colorado,8,Garfield County,952002,6,"Block Group 6, Census Tract 9520.02, Garfield County, Colorado",1310,1281,0,0,0,0,29,0,0,0,1310,766,766,0,0,0,0,0,0,0,0,544,515,0,0,0,0,29,0,0,0,"Block Group 6, Census Tract 9520.02, Garfield County, Colorado",11,11,11,440,439,11,11,11,11,49,11,11,11
G08004509521001,2012-2016,Colorado,8,Garfield County,952100,1,"Block Group 1, Census Tract 9521, Garfield County, Colorado",1339,1236,36,0,9,0,5,53,10,43,1339,943,876,25,0,9,0,0,33,0,33,396,360,11,0,0,0,5,20,10,10,"Block Group 1, Census Tract 9521, Garfield County, Colorado",33,11,33,213,202,18,11,11,11,14,22,15,17
G08004509521002,2012-2016,Colorado,8,Garfield County,952100,2,"Block Group 2, Census Tract 9521, Garfield County, Colorado",1984,1648,0,0,20,0,278,38,0,38,1984,1302,1156,0,0,20,0,88,38,0,38,682,492,0,0,0,0,190,0,0,0,"Block Group 2, Census Tract 9521, Garfield County, Colorado",52,11,52,376,353,11,11,11,11,189,11,11,11
G08004509521003,2012-2016,Colorado,8,Garfield County,952100,3,"Block Group 3, Census Tract 9521, Garfield County, Colorado",1841,1736,0,39,23,0,0,43,0,43,1841,1425,1359,0,0,23,0,0,43,0,43,416,377,0,39,0,0,0,0,0,0,"Block Group 3, Census Tract 9521, Garfield County, Colorado",56,11,56,314,275,11,51,11,11,11,11,11,11
G08004509521004,2012-2016,Colorado,8,Garfield County,952100,4,"Block Group 4, Census Tract 9521, Garfield County, Colorado",1494,1493,1,0,0,0,0,0,0,0,1494,1104,1103,1,0,0,0,0,0,0,0,390,390,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 9521, Garfield County, Colorado",11,11,11,278,278,11,11,11,11,11,11,11,11
G08004700138001,2012-2016,Colorado,8,Gilpin County,13800,1,"Block Group 1, Census Tract 138, Gilpin County, Colorado",1421,1270,0,25,0,0,81,45,0,45,1421,1194,1117,0,25,0,0,7,45,0,45,227,153,0,0,0,0,74,0,0,0,"Block Group 1, Census Tract 138, Gilpin County, Colorado",51,11,51,168,129,11,11,11,11,114,11,11,11
G08004700138002,2012-2016,Colorado,8,Gilpin County,13800,2,"Block Group 2, Census Tract 138, Gilpin County, Colorado",2087,1929,0,38,0,0,15,105,73,32,2087,1965,1895,0,38,0,0,0,32,0,32,122,34,0,0,0,0,15,73,73,0,"Block Group 2, Census Tract 138, Gilpin County, Colorado",44,11,44,119,34,11,11,11,11,23,112,112,11
G08004700138003,2012-2016,Colorado,8,Gilpin County,13800,3,"Block Group 3, Census Tract 138, Gilpin County, Colorado",918,827,0,0,11,0,34,46,0,46,918,821,764,0,0,11,0,0,46,0,46,97,63,0,0,0,0,34,0,0,0,"Block Group 3, Census Tract 138, Gilpin County, Colorado",43,11,43,76,57,11,11,11,11,42,11,11,11
G08004700138004,2012-2016,Colorado,8,Gilpin County,13800,4,"Block Group 4, Census Tract 138, Gilpin County, Colorado",1282,1170,17,0,0,0,16,79,0,79,1282,1194,1136,17,0,0,0,0,41,0,41,88,34,0,0,0,0,16,38,0,38,"Block Group 4, Census Tract 138, Gilpin County, Colorado",51,11,51,74,37,11,11,11,11,20,58,11,58
G08004900001001,2012-2016,Colorado,8,Grand County,100,1,"Block Group 1, Census Tract 1, Grand County, Colorado",1002,931,0,0,0,0,71,0,0,0,1002,988,931,0,0,0,0,57,0,0,0,14,0,0,0,0,0,14,0,0,0,"Block Group 1, Census Tract 1, Grand County, Colorado",11,11,11,23,11,11,11,11,11,23,11,11,11
G08004900001002,2012-2016,Colorado,8,Grand County,100,2,"Block Group 2, Census Tract 1, Grand County, Colorado",1913,1668,0,0,25,0,213,7,0,7,1913,1578,1439,0,0,25,0,107,7,0,7,335,229,0,0,0,0,106,0,0,0,"Block Group 2, Census Tract 1, Grand County, Colorado",17,11,17,167,147,11,11,11,11,88,11,11,11
G08004900002011,2012-2016,Colorado,8,Grand County,201,1,"Block Group 1, Census Tract 2.01, Grand County, Colorado",1693,1578,70,0,0,0,45,0,0,0,1693,1648,1578,70,0,0,0,0,0,0,0,45,0,0,0,0,0,45,0,0,0,"Block Group 1, Census Tract 2.01, Grand County, Colorado",11,11,11,55,11,11,11,11,11,55,11,11,11
G08004900002012,2012-2016,Colorado,8,Grand County,201,2,"Block Group 2, Census Tract 2.01, Grand County, Colorado",1161,1144,6,0,5,0,0,6,0,6,1161,1108,1091,6,0,5,0,0,6,0,6,53,53,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 2.01, Grand County, Colorado",13,11,13,48,48,11,11,11,11,11,11,11,11
G08004900002013,2012-2016,Colorado,8,Grand County,201,3,"Block Group 3, Census Tract 2.01, Grand County, Colorado",1922,1812,7,6,0,0,97,0,0,0,1922,1776,1730,7,6,0,0,33,0,0,0,146,82,0,0,0,0,64,0,0,0,"Block Group 3, Census Tract 2.01, Grand County, Colorado",11,11,11,128,83,11,11,11,11,101,11,11,11
G08004900002021,2012-2016,Colorado,8,Grand County,202,1,"Block Group 1, Census Tract 2.02, Grand County, Colorado",1962,1833,0,0,12,0,117,0,0,0,1962,1845,1833,0,0,12,0,0,0,0,0,117,0,0,0,0,0,117,0,0,0,"Block Group 1, Census Tract 2.02, Grand County, Colorado",11,11,11,168,11,11,11,11,11,168,11,11,11
G08004900002022,2012-2016,Colorado,8,Grand County,202,2,"Block Group 2, Census Tract 2.02, Grand County, Colorado",2093,1847,20,0,169,0,11,46,0,46,2093,1932,1686,20,0,169,0,11,46,0,46,161,161,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 2.02, Grand County, Colorado",47,11,47,140,140,11,11,11,11,11,11,11,11
G08004900002023,2012-2016,Colorado,8,Grand County,202,3,"Block Group 3, Census Tract 2.02, Grand County, Colorado",1613,1450,0,0,30,41,92,0,0,0,1613,1408,1337,0,0,30,41,0,0,0,0,205,113,0,0,0,0,92,0,0,0,"Block Group 3, Census Tract 2.02, Grand County, Colorado",11,11,11,167,140,11,11,11,11,100,11,11,11
G08004900002024,2012-2016,Colorado,8,Grand County,202,4,"Block Group 4, Census Tract 2.02, Grand County, Colorado",1131,1112,12,0,7,0,0,0,0,0,1131,1056,1037,12,0,7,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 2.02, Grand County, Colorado",11,11,11,100,100,11,11,11,11,11,11,11,11
G08005109636001,2012-2016,Colorado,8,Gunnison County,963600,1,"Block Group 1, Census Tract 9636, Gunnison County, Colorado",225,155,0,0,0,0,0,70,0,70,225,218,148,0,0,0,0,0,70,0,70,7,7,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9636, Gunnison County, Colorado",82,11,82,15,15,11,11,11,11,11,11,11,11
G08005109636002,2012-2016,Colorado,8,Gunnison County,963600,2,"Block Group 2, Census Tract 9636, Gunnison County, Colorado",136,136,0,0,0,0,0,0,0,0,136,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9636, Gunnison County, Colorado",11,11,11,11,11,11,11,11,11,11,11,11,11
G08005109636003,2012-2016,Colorado,8,Gunnison County,963600,3,"Block Group 3, Census Tract 9636, Gunnison County, Colorado",575,561,0,0,0,0,0,14,0,14,575,548,534,0,0,0,0,0,14,0,14,27,27,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9636, Gunnison County, Colorado",30,11,30,44,44,11,11,11,11,11,11,11,11
G08005109636004,2012-2016,Colorado,8,Gunnison County,963600,4,"Block Group 4, Census Tract 9636, Gunnison County, Colorado",580,569,0,11,0,0,0,0,0,0,580,580,569,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 9636, Gunnison County, Colorado",11,11,11,11,11,11,11,11,11,11,11,11,11
G08005109636005,2012-2016,Colorado,8,Gunnison County,963600,5,"Block Group 5, Census Tract 9636, Gunnison County, Colorado",479,470,0,9,0,0,0,0,0,0,479,479,470,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 9636, Gunnison County, Colorado",11,11,11,11,11,11,11,11,11,11,11,11,11
G08005109636006,2012-2016,Colorado,8,Gunnison County,963600,6,"Block Group 6, Census Tract 9636, Gunnison County, Colorado",739,731,0,0,0,0,0,8,0,8,739,739,731,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,"Block Group 6, Census Tract 9636, Gunnison County, Colorado",13,11,13,11,11,11,11,11,11,11,11,11,11
G08005109636007,2012-2016,Colorado,8,Gunnison County,963600,7,"Block Group 7, Census Tract 9636, Gunnison County, Colorado",428,408,0,0,0,0,0,20,0,20,428,410,390,0,0,0,0,0,20,0,20,18,18,0,0,0,0,0,0,0,0,"Block Group 7, Census Tract 9636, Gunnison County, Colorado",29,11,29,19,19,11,11,11,11,11,11,11,11
G08005109636008,2012-2016,Colorado,8,Gunnison County,963600,8,"Block Group 8, Census Tract 9636, Gunnison County, Colorado",608,608,0,0,0,0,0,0,0,0,608,569,569,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,"Block Group 8, Census Tract 9636, Gunnison County, Colorado",11,11,11,46,46,11,11,11,11,11,11,11,11
G08005109637001,2012-2016,Colorado,8,Gunnison County,963700,1,"Block Group 1, Census Tract 9637, Gunnison County, Colorado",1746,1640,86,4,4,0,0,12,0,12,1746,1560,1502,42,4,0,0,0,12,0,12,186,138,44,0,4,0,0,0,0,0,"Block Group 1, Census Tract 9637, Gunnison County, Colorado",14,11,14,68,67,28,11,9,11,11,11,11,11
G08005109637002,2012-2016,Colorado,8,Gunnison County,963700,2,"Block Group 2, Census Tract 9637, Gunnison County, Colorado",1374,1314,0,17,11,19,13,0,0,0,1374,1265,1235,0,0,11,19,0,0,0,0,109,79,0,17,0,0,13,0,0,0,"Block Group 2, Census Tract 9637, Gunnison County, Colorado",11,11,11,104,87,11,38,11,11,26,11,11,11
G08005109637003,2012-2016,Colorado,8,Gunnison County,963700,3,"Block Group 3, Census Tract 9637, Gunnison County, Colorado",1383,1305,0,0,0,0,54,24,0,24,1383,1144,1144,0,0,0,0,0,0,0,0,239,161,0,0,0,0,54,24,0,24,"Block Group 3, Census Tract 9637, Gunnison County, Colorado",11,11,11,183,172,11,11,11,11,76,37,11,37
G08005109637004,2012-2016,Colorado,8,Gunnison County,963700,4,"Block Group 4, Census Tract 9637, Gunnison County, Colorado",1084,1082,2,0,0,0,0,0,0,0,1084,672,670,2,0,0,0,0,0,0,0,412,412,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 9637, Gunnison County, Colorado",11,11,11,277,277,11,11,11,11,11,11,11,11
G08005109637005,2012-2016,Colorado,8,Gunnison County,963700,5,"Block Group 5, Census Tract 9637, Gunnison County, Colorado",738,709,0,14,0,0,0,15,0,15,738,533,504,0,14,0,0,0,15,0,15,205,205,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 9637, Gunnison County, Colorado",30,11,30,195,195,11,11,11,11,11,11,11,11
G08005109638001,2012-2016,Colorado,8,Gunnison County,963800,1,"Block Group 1, Census Tract 9638, Gunnison County, Colorado",1523,1500,0,0,12,0,0,11,0,11,1523,1502,1479,0,0,12,0,0,11,0,11,21,21,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9638, Gunnison County, Colorado",27,11,27,31,31,11,11,11,11,11,11,11,11
G08005109638002,2012-2016,Colorado,8,Gunnison County,963800,2,"Block Group 2, Census Tract 9638, Gunnison County, Colorado",887,847,0,0,0,0,0,40,0,40,887,876,836,0,0,0,0,0,40,0,40,11,11,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9638, Gunnison County, Colorado",46,11,46,17,17,11,11,11,11,11,11,11,11
G08005109638003,2012-2016,Colorado,8,Gunnison County,963800,3,"Block Group 3, Census Tract 9638, Gunnison County, Colorado",532,522,0,0,0,0,0,10,0,10,532,529,519,0,0,0,0,0,10,0,10,3,3,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9638, Gunnison County, Colorado",16,11,16,5,5,11,11,11,11,11,11,11,11
G08005109638004,2012-2016,Colorado,8,Gunnison County,963800,4,"Block Group 4, Census Tract 9638, Gunnison County, Colorado",750,738,0,0,4,0,8,0,0,0,750,742,738,0,0,4,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,"Block Group 4, Census Tract 9638, Gunnison County, Colorado",11,11,11,16,11,11,11,11,11,16,11,11,11
G08005109638005,2012-2016,Colorado,8,Gunnison County,963800,5,"Block Group 5, Census Tract 9638, Gunnison County, Colorado",1244,1180,0,0,50,0,0,14,0,14,1244,1151,1087,0,0,50,0,0,14,0,14,93,93,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 9638, Gunnison County, Colorado",19,11,19,121,121,11,11,11,11,11,11,11,11
G08005109639001,2012-2016,Colorado,8,Gunnison County,963900,1,"Block Group 1, Census Tract 9639, Gunnison County, Colorado",544,444,5,39,24,0,4,28,4,24,544,528,432,5,39,24,0,0,28,4,24,16,12,0,0,0,0,4,0,0,0,"Block Group 1, Census Tract 9639, Gunnison County, Colorado",20,6,20,23,19,11,11,11,11,8,11,11,11
G08005109639002,2012-2016,Colorado,8,Gunnison County,963900,2,"Block Group 2, Census Tract 9639, Gunnison County, Colorado",314,280,10,12,0,0,0,12,2,10,314,295,267,10,8,0,0,0,10,0,10,19,13,0,4,0,0,0,2,2,0,"Block Group 2, Census Tract 9639, Gunnison County, Colorado",11,11,11,28,26,11,10,11,11,11,4,4,11
G08005309731001,2012-2016,Colorado,8,Hinsdale County,973100,1,"Block Group 1, Census Tract 9731, Hinsdale County, Colorado",856,821,0,17,0,0,0,18,0,18,856,830,800,0,12,0,0,0,18,0,18,26,21,0,5,0,0,0,0,0,0,"Block Group 1, Census Tract 9731, Hinsdale County, Colorado",14,11,14,17,13,11,5,11,11,11,11,11,11
G08005509606001,2012-2016,Colorado,8,Huerfano County,960600,1,"Block Group 1, Census Tract 9606, Huerfano County, Colorado",444,444,0,0,0,0,0,0,0,0,444,191,191,0,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9606, Huerfano County, Colorado",11,11,11,203,203,11,11,11,11,11,11,11,11
G08005509606002,2012-2016,Colorado,8,Huerfano County,960600,2,"Block Group 2, Census Tract 9606, Huerfano County, Colorado",1043,1001,0,17,0,0,25,0,0,0,1043,315,315,0,0,0,0,0,0,0,0,728,686,0,17,0,0,25,0,0,0,"Block Group 2, Census Tract 9606, Huerfano County, Colorado",11,11,11,254,251,11,22,11,11,30,11,11,11
G08005509606003,2012-2016,Colorado,8,Huerfano County,960600,3,"Block Group 3, Census Tract 9606, Huerfano County, Colorado",918,848,23,27,0,0,14,6,0,6,918,521,488,0,27,0,0,0,6,0,6,397,360,23,0,0,0,14,0,0,0,"Block Group 3, Census Tract 9606, Huerfano County, Colorado",11,11,11,184,158,28,11,11,11,21,11,11,11
G08005509606004,2012-2016,Colorado,8,Huerfano County,960600,4,"Block Group 4, Census Tract 9606, Huerfano County, Colorado",789,659,0,14,0,0,96,20,16,4,789,281,272,0,0,0,0,5,4,0,4,508,387,0,14,0,0,91,16,16,0,"Block Group 4, Census Tract 9606, Huerfano County, Colorado",10,11,10,224,205,11,24,11,11,113,26,26,11
G08005509609001,2012-2016,Colorado,8,Huerfano County,960900,1,"Block Group 1, Census Tract 9609, Huerfano County, Colorado",848,844,0,0,0,0,4,0,0,0,848,779,779,0,0,0,0,0,0,0,0,69,65,0,0,0,0,4,0,0,0,"Block Group 1, Census Tract 9609, Huerfano County, Colorado",11,11,11,46,45,11,11,11,11,6,11,11,11
G08005509609002,2012-2016,Colorado,8,Huerfano County,960900,2,"Block Group 2, Census Tract 9609, Huerfano County, Colorado",1366,1297,0,26,10,0,27,6,6,0,1366,1234,1218,0,6,10,0,0,0,0,0,132,79,0,20,0,0,27,6,6,0,"Block Group 2, Census Tract 9609, Huerfano County, Colorado",11,11,11,58,45,11,28,11,11,29,10,10,11
G08005509609003,2012-2016,Colorado,8,Huerfano County,960900,3,"Block Group 3, Census Tract 9609, Huerfano County, Colorado",1113,1021,0,46,0,0,21,25,0,25,1113,954,954,0,0,0,0,0,0,0,0,159,67,0,46,0,0,21,25,0,25,"Block Group 3, Census Tract 9609, Huerfano County, Colorado",11,11,11,92,54,11,70,11,11,32,35,11,35
G08005709556001,2012-2016,Colorado,8,Jackson County,955600,1,"Block Group 1, Census Tract 9556, Jackson County, Colorado",747,671,0,4,0,0,66,6,3,3,747,677,667,0,4,0,0,0,6,3,3,70,4,0,0,0,0,66,0,0,0,"Block Group 1, Census Tract 9556, Jackson County, Colorado",7,4,6,89,7,11,11,11,11,89,11,11,11
G08005709556002,2012-2016,Colorado,8,Jackson County,955600,2,"Block Group 2, Census Tract 9556, Jackson County, Colorado",559,531,1,2,0,0,25,0,0,0,559,403,402,1,0,0,0,0,0,0,0,156,129,0,2,0,0,25,0,0,0,"Block Group 2, Census Tract 9556, Jackson County, Colorado",11,11,11,90,87,11,4,11,11,38,11,11,11
G08005900098061,2012-2016,Colorado,8,Jefferson County,9806,1,"Block Group 1, Census Tract 98.06, Jefferson County, Colorado",1115,1081,0,0,0,0,25,9,0,9,1115,1090,1081,0,0,0,0,0,9,0,9,25,0,0,0,0,0,25,0,0,0,"Block Group 1, Census Tract 98.06, Jefferson County, Colorado",15,11,15,39,11,11,11,11,11,39,11,11,11
G08005900098062,2012-2016,Colorado,8,Jefferson County,9806,2,"Block Group 2, Census Tract 98.06, Jefferson County, Colorado",2747,2556,27,0,77,0,32,55,0,55,2747,2650,2491,27,0,77,0,0,55,0,55,97,65,0,0,0,0,32,0,0,0,"Block Group 2, Census Tract 98.06, Jefferson County, Colorado",54,11,54,60,55,11,11,11,11,29,11,11,11
G08005900098071,2012-2016,Colorado,8,Jefferson County,9807,1,"Block Group 1, Census Tract 98.07, Jefferson County, Colorado",948,893,41,0,7,3,0,4,0,4,948,806,759,37,0,7,3,0,0,0,0,142,134,4,0,0,0,0,4,0,4,"Block Group 1, Census Tract 98.07, Jefferson County, Colorado",11,11,11,93,93,8,11,11,11,11,7,11,7
G08005900098072,2012-2016,Colorado,8,Jefferson County,9807,2,"Block Group 2, Census Tract 98.07, Jefferson County, Colorado",723,694,4,4,17,0,0,4,0,4,723,641,612,4,4,17,0,0,4,0,4,82,82,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 98.07, Jefferson County, Colorado",8,11,8,58,58,11,11,11,11,11,11,11,11
G08005900098081,2012-2016,Colorado,8,Jefferson County,9808,1,"Block Group 1, Census Tract 98.08, Jefferson County, Colorado",1871,1748,0,0,53,0,15,55,15,40,1871,1692,1599,0,0,53,0,0,40,0,40,179,149,0,0,0,0,15,15,15,0,"Block Group 1, Census Tract 98.08, Jefferson County, Colorado",37,11,37,146,144,11,11,11,11,25,23,23,11
G08005900098082,2012-2016,Colorado,8,Jefferson County,9808,2,"Block Group 2, Census Tract 98.08, Jefferson County, Colorado",1057,1000,0,0,57,0,0,0,0,0,1057,1016,959,0,0,57,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 98.08, Jefferson County, Colorado",11,11,11,48,48,11,11,11,11,11,11,11,11
G08005900098083,2012-2016,Colorado,8,Jefferson County,9808,3,"Block Group 3, Census Tract 98.08, Jefferson County, Colorado",1053,982,0,0,0,0,0,71,15,56,1053,949,949,0,0,0,0,0,0,0,0,104,33,0,0,0,0,0,71,15,56,"Block Group 3, Census Tract 98.08, Jefferson County, Colorado",11,11,11,94,37,11,11,11,11,11,85,23,93
G08005900098084,2012-2016,Colorado,8,Jefferson County,9808,4,"Block Group 4, Census Tract 98.08, Jefferson County, Colorado",1603,1425,17,16,13,0,0,132,0,132,1603,1570,1425,0,0,13,0,0,132,0,132,33,0,17,16,0,0,0,0,0,0,"Block Group 4, Census Tract 98.08, Jefferson County, Colorado",120,11,120,54,11,28,27,11,11,11,11,11,11
G08005900098151,2012-2016,Colorado,8,Jefferson County,9815,1,"Block Group 1, Census Tract 98.15, Jefferson County, Colorado",2397,2362,0,6,29,0,0,0,0,0,2397,2218,2183,0,6,29,0,0,0,0,0,179,179,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 98.15, Jefferson County, Colorado",11,11,11,160,160,11,11,11,11,11,11,11,11
G08005900098152,2012-2016,Colorado,8,Jefferson County,9815,2,"Block Group 2, Census Tract 98.15, Jefferson County, Colorado",2764,2668,0,0,67,0,7,22,0,22,2764,2497,2408,0,0,67,0,0,22,0,22,267,260,0,0,0,0,7,0,0,0,"Block Group 2, Census Tract 98.15, Jefferson County, Colorado",46,11,46,146,147,11,11,11,11,12,11,11,11
G08005900098231,2012-2016,Colorado,8,Jefferson County,9823,1,"Block Group 1, Census Tract 98.23, Jefferson County, Colorado",1489,1415,0,0,27,0,0,47,0,47,1489,1358,1284,0,0,27,0,0,47,0,47,131,131,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 98.23, Jefferson County, Colorado",55,11,55,116,116,11,11,11,11,11,11,11,11
G08005900098232,2012-2016,Colorado,8,Jefferson County,9823,2,"Block Group 2, Census Tract 98.23, Jefferson County, Colorado",2227,2108,0,4,11,0,71,33,6,27,2227,1963,1915,0,4,11,0,0,33,6,27,264,193,0,0,0,0,71,0,0,0,"Block Group 2, Census Tract 98.23, Jefferson County, Colorado",30,10,28,114,137,11,11,11,11,85,11,11,11
G08005900098233,2012-2016,Colorado,8,Jefferson County,9823,3,"Block Group 3, Census Tract 98.23, Jefferson County, Colorado",1109,1054,18,10,11,0,0,16,0,16,1109,1000,945,18,10,11,0,0,16,0,16,109,109,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 98.23, Jefferson County, Colorado",17,11,17,109,109,11,11,11,11,11,11,11,11
G08005900098241,2012-2016,Colorado,8,Jefferson County,9824,1,"Block Group 1, Census Tract 98.24, Jefferson County, Colorado",3160,2748,17,176,109,8,15,87,0,87,3160,2822,2445,17,176,103,8,0,73,0,73,338,303,0,0,6,0,15,14,0,14,"Block Group 1, Census Tract 98.24, Jefferson County, Colorado",46,11,46,166,164,11,11,10,11,14,21,11,21
G08005900098242,2012-2016,Colorado,8,Jefferson County,9824,2,"Block Group 2, Census Tract 98.24, Jefferson County, Colorado",1940,1591,39,6,109,0,36,159,0,159,1940,1671,1443,11,0,109,0,0,108,0,108,269,148,28,6,0,0,36,51,0,51,"Block Group 2, Census Tract 98.24, Jefferson County, Colorado",113,11,113,123,91,43,10,11,11,39,46,11,46
G08005900098271,2012-2016,Colorado,8,Jefferson County,9827,1,"Block Group 1, Census Tract 98.27, Jefferson County, Colorado",2931,2465,0,0,317,0,50,99,0,99,2931,2688,2336,0,0,317,0,0,35,0,35,243,129,0,0,0,0,50,64,0,64,"Block Group 1, Census Tract 98.27, Jefferson County, Colorado",37,11,37,150,105,11,11,11,11,48,103,11,103
G08005900098272,2012-2016,Colorado,8,Jefferson County,9827,2,"Block Group 2, Census Tract 98.27, Jefferson County, Colorado",1355,1162,0,0,174,0,19,0,0,0,1355,1287,1113,0,0,174,0,0,0,0,0,68,49,0,0,0,0,19,0,0,0,"Block Group 2, Census Tract 98.27, Jefferson County, Colorado",11,11,11,54,56,11,11,11,11,29,11,11,11
G08005900098273,2012-2016,Colorado,8,Jefferson County,9827,3,"Block Group 3, Census Tract 98.27, Jefferson County, Colorado",2065,1740,195,47,14,0,44,25,0,25,2065,1679,1600,40,0,14,0,0,25,0,25,386,140,155,47,0,0,44,0,0,0,"Block Group 3, Census Tract 98.27, Jefferson County, Colorado",39,11,39,215,169,144,43,11,11,49,11,11,11
G08005900098281,2012-2016,Colorado,8,Jefferson County,9828,1,"Block Group 1, Census Tract 98.28, Jefferson County, Colorado",1534,1091,0,19,409,0,15,0,0,0,1534,1402,974,0,19,409,0,0,0,0,0,132,117,0,0,0,0,15,0,0,0,"Block Group 1, Census Tract 98.28, Jefferson County, Colorado",11,11,11,141,137,11,11,11,11,26,11,11,11
